#SampleID	collection-day	NUTRITION_CALCIUM_PRECEDING_DAY	NUTRITION_CALORIE_PRECEDING_DAY	NUTRITION_CARB_PRECEDING_DAY	NUTRITION_CHOLESTEROL_PRECEDING_DAY	NUTRITION_FAT_PRECEDING_DAY	NUTRITION_FIBER_PRECEDING_DAY	NUTRITION_PROTEIN_PRECEDING_DAY	NUTRITION_SATFAT_PRECEDING_DAY	NUTRITION_SODIUM_PRECEDING_DAY	NUTRITION_SUGAR_PRECEDING_DAY	
Stool1	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool2	1.0	459.2759972	2169.096992	269.9760566	306.7199955	69.9737981	27.48480046	121.0242804	8.045509922	3306.275992	28.62638021	
Stool3	2.0	502.7521281	2082.590738	223.2927916	243.4802818	87.05925351	23.35257703	96.24687505	30.00545592	1887.19175	60.14390744	
Stool4	3.0	481.4224992	3048.030941	447.732461	163.3474998	117.7488035	24.26071861	65.86765957	41.49780266	2658.950011	238.8472483	
Stool5	4.0	963.6924996	2886.947506	392.7077019	169.8800049	113.4066237	41.56850028	83.02069914	24.47026513	2873.777537	233.6912485	
Stool6	5.0	651.9949961	2867.537495	482.3457727	198.9674988	65.00524916	22.57599992	78.34952563	20.7955973	2327.97003	218.533299	
Stool7	6.0	1355.102659	2889.136671	336.8310451	380.0187931	122.4685166	22.34380019	117.1921465	30.89025237	3225.523337	148.0275227	
Stool8	7.0	845.2853379	2900.844763	517.8185101	199.508791	53.00759773	23.25119989	96.06179023	14.89386155	1934.939163	248.8018216	
Stool10	8.0	782.9999981	2430.589999	439.2449999	192.0	42.32119989	30.58799973	75.63760006	12.29138004	1592.039999	207.2917957	
Stool11	9.0	653.8799963	2051.446979	350.0630217	143.3444398	35.38808296	27.86851889	93.57291859	11.64235499	2059.846136	110.5919975	
Stool12	10.0	604.1137238	1821.498302	286.683018	111.2761192	55.48702708	15.55307451	55.41155525	18.26331769	774.1913213	138.6228851	
Stool13	11.0	660.8010015	2566.282519	364.4883509	112.0	51.22940007	12.61370015	88.20645079	8.74208135	1658.836006	147.142599	
Stool14	12.0	1165.410698	3132.495355	390.8781891	240.4232466	119.7729557	19.41399997	93.10560639	46.97203556	4185.83243	162.6165898	
Stool15	13.0	528.0999961	4100.321419	515.3545623	564.3799992	157.6320418	20.23014259	100.7367857	51.02799262	5429.155687	157.0941992	
Stool16	14.0	1048.5	3162.590005	415.2726021	370.6399994	98.66300037	13.41199976	128.8152023	28.61288005	4818.440006	159.7969985	
Stool17	15.0	709.6599998	2261.260008	366.5906025	187.5	51.77500004	21.16200005	81.62080021	19.65982001	3328.88	210.7509997	
Stool18	16.0	782.3399973	3617.739985	510.4579973	410.8799992	113.9181991	29.472	147.2521997	41.29245995	5347.079994	142.717999	
Stool19	17.0	706.2813568	2081.447993	293.9068966	141.25	68.86648242	13.85333797	73.44456783	18.67191897	1770.815471	141.4285678	
Stool20	18.0	399.8251216	2441.330138	337.7867348	141.5743902	93.30130704	34.25443919	74.78031916	31.70983216	3626.772865	125.7619185	
Stool21	19.0	647.5429333	2139.249287	303.2670082	104.5	64.9655077	30.0795081	58.28337972	28.26797099	2139.507539	161.5277307	
Stool22	20.0	554.5600014	2733.06192	274.0890274	547.2600098	124.1590004	16.25	111.6685991	41.70928025	3662.725336	129.272728	
Stool23	21.0	217.3733298	1753.726907	198.4379172	100.0	82.9707607	14.18980042	66.57761554	17.18051288	3159.123654	84.52600153	
Stool24	22.0	1122.439996	3106.425089	536.4070892	129.5	51.73199819	44.25200033	122.2226044	9.147659766	2483.962258	208.353492	
Stool25	23.0	563.5006831	1920.687346	265.4126697	180.0	65.31967197	16.30292162	64.08692547	19.33671068	2226.963622	87.48735178	
Stool26	24.0	651.3515058	1521.755625	222.2525041	95.0	52.83849857	16.37151831	58.03243402	15.87567821	2624.80526	96.56818175	
Stool27	25.0	792.7485063	2270.721739	259.8987205	412.2880268	72.48007087	7.385225236	100.8401669	15.08756566	3109.553837	81.99413694	
Stool28	26.0	694.3071057	2848.700012	327.0262755	421.6049564	102.6083732	28.86213308	122.9241297	29.98332885	4228.447315	162.1953886	
Stool29	27.0	373.3449969	2927.538673	353.0116109	511.4528136	114.6382842	12.43066174	105.3222566	45.42978526	4587.579371	131.4273309	
Stool30	28.0	445.8000002	2873.752586	346.2123451	554.5714264	109.4852543	9.274857104	129.2216282	37.03594566	5215.49313	126.4023898	
Stool31	29.0	819.6257381	2790.327927	338.760299	344.3340683	100.8396648	7.632000029	108.1236045	42.66029019	2000.032124	188.4818969	
Stool32	30.0	890.7157345	1720.177922	292.0209641	49.21406555	41.48294315	48.79240027	80.93279631	15.89287698	1623.383089	96.56784468	
Stool33	32.0	198.3159993	1869.265003	220.7088158	299.8373985	52.21695943	8.590335011	105.8171736	19.45355268	2973.463823	99.86436704	
Stool34	33.0	658.1989296	3536.124865	402.3529659	329.97013	106.6709761	21.91267567	123.8813428	29.69389847	4007.894043	61.84751376	
Stool35	34.0	530.352869	2575.513268	316.787137	323.6070328	91.96303183	8.014000058	133.3383017	27.824075	3518.543053	110.9904328	
Stool36	35.0	1021.290022	2822.630029	294.6139062	167.8000031	133.6330008	6.674000084	89.68880112	17.34889	1928.420012	151.908603	
Stool37	36.0	442.9200001	1725.960009	312.0086021	116.25	38.01360001	20.38200003	48.42740026	15.12878	1864.2	111.079	
Stool38	37.0	430.0250022	2073.639997	386.701802	27.5	37.02929981	31.28750069	63.69355161	12.87779	2200.545005	145.7777499	
Stool39	38.0	504.5400196	2959.125062	423.1425407	258.1537914	107.5662533	22.98992118	97.66458097	35.3670775	6546.592272	113.0183218	
Stool40	39.0	922.3399894	2279.23246	397.8122466	204.0937424	52.71839922	34.80725037	74.6238476	22.85692994	1058.066241	210.622297	
Stool41	40.0	866.166501	1564.984276	236.9236736	69.54999924	46.86165941	20.38394999	60.20377332	9.428866692	2192.265249	170.6804247	
Stool42	41.0	678.0690036	1784.288023	259.5011244	291.6399994	39.54096088	18.36655048	88.7637676	9.912693074	1723.32351	126.6060005	
Stool43	42.0	485.0897803	2594.487481	385.986995	220.4200001	81.45701437	24.903184	85.60554019	23.14899138	4657.833149	166.4400991	
Stool44	43.0	575.2604775	1946.493605	324.3745549	137.1000004	46.4910163	21.43200043	64.00220035	19.37521151	4476.160328	150.1943922	
Stool46	44.0	601.6677621	2445.881813	387.3215048	131.9099992	76.29548053	27.90678108	65.63185383	20.78402444	1982.867244	189.7093277	
Stool47	45.0	658.6941364	2851.394848	442.0122627	210.6470575	105.3718027	29.93873508	56.83579069	38.29338291	2733.427669	263.0407655	
Stool48	46.0	930.9382892	2335.336294	387.180614	241.6268716	57.86443739	17.67010696	52.31903337	21.8882643	1743.573512	257.6591122	
Stool49	47.0	790.3759983	3331.392003	526.2315619	273.0	93.8389219	30.12840021	112.0285617	38.64244731	5585.396	250.7916403	
Stool50	49.0	379.2920082	2255.648628	268.3103034	39.5	160.7061728	31.33547155	54.77081697	27.14786456	3574.610654	133.3687449	
Stool51	50.0	796.4890107	3081.219064	360.3180811	373.8000154	188.5668235	17.40760003	93.44846328	52.64186272	5296.287244	160.9305027	
Stool52	51.0	557.9399972	2100.880011	249.7886026	286.0	69.6076998	37.94050168	102.8814516	24.15403001	2954.794999	88.02525195	
Stool53	52.0	958.282496	2390.334993	403.9954035	131.7000008	54.97290049	43.3685009	94.63315226	18.36125017	3159.600011	157.4627496	
Stool54	53.0	896.2907915	3937.334086	360.670454	262.0	138.6471733	13.34123385	90.71843377	39.33075629	5119.126942	173.8000011	
Stool55	54.0	840.2159998	1706.131999	279.8115599	49.0	54.08252	17.66240001	34.28535999	15.11128802	1501.836	148.86764	
Stool56	55.0	469.4500012	2129.365028	296.292708	189.8400021	61.7771026	14.61350012	89.10150307	22.80034078	3684.125048	86.67700054	
Stool57	56.0	562.0743418	1931.057763	229.3253764	731.0987892	59.65075626	2.379500031	113.0663316	16.00331437	1369.550153	123.1516258	
Stool58	57.0	532.8280015	2057.824014	270.0993611	203.3099999	71.88975986	4.876199991	83.04268016	19.796736	2464.591999	93.8311609	
Stool59	58.0	772.4100018	1746.440004	245.5097008	126.25	58.69310064	15.79199997	66.68460001	9.973709946	2784.190001	84.19579959	
Stool60	59.0	768.1940007	1736.282514	284.560031	224.6131378	38.72023148	11.18373787	54.73627801	13.18706151	1474.897407	181.3146788	
Stool61	60.0	1048.043343	2971.95477	430.9206077	254.7887909	97.07423683	13.16660015	145.3600713	43.01936749	3638.401164	197.571705	
Stool62	61.0	871.9399977	2498.865	385.6314971	335.3500061	75.62660008	17.23549971	79.31929965	19.19235999	2841.799969	124.8308984	
Stool63	63.0	583.828012	1902.716501	223.3709368	532.0499916	72.80736942	11.03604991	93.80941124	31.527668	1488.035015	75.49553965	
Stool64	64.0	289.7666674	1116.873342	144.0484338	154.6800003	42.30526678	5.123333186	42.57296737	8.203383506	1074.050001	67.13036657	
Stool65	65.0	680.3156655	2236.010335	296.9652437	246.2349991	89.39025663	21.3843334	74.04122695	28.85860124	2708.807994	119.659207	
Stool66	66.0	977.4666653	1818.960475	181.9985615	169.9942868	89.69798118	11.40890473	70.5497523	33.17331622	3074.968588	52.80595259	
Stool67	67.0	890.0800018	2620.380014	299.5992989	260.5900002	118.6478005	27.82800001	91.96680065	29.9437708	3024.540001	115.2037002	
Stool68	68.0	115.0725	2320.031747	363.669657	106.0	29.85620003	20.19950008	58.45434968	8.583699999	2505.469606	102.2601569	
Stool70	69.0	517.1766682	2055.893347	283.5657892	293.4199994	57.17546707	6.342333317	90.9884693	18.58820335	2019.265005	115.3092674	
Stool71	70.0	287.3749995	2329.880072	272.1323965	422.1599998	98.70074978	11.24950004	93.28880035	42.037665	4334.717256	68.93939263	
Stool72	72.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool73	73.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool74	74.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool76	75.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool77	76.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool78	77.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool79	78.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool80	79.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool82	80.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool83	81.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool88	84.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool89	85.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool90	87.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool91	88.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool92	89.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool93	90.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool94	91.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool95	96.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool96	97.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool97	98.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool98	99.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool99	100.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool100	101.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool101	102.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool102	103.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Stool103	105.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
