#SampleID	collection-day	NUTRITION_CALCIUM_PRECEDING_DAY	NUTRITION_CALORIE_PRECEDING_DAY	NUTRITION_CARB_PRECEDING_DAY	NUTRITION_CHOLESTEROL_PRECEDING_DAY	NUTRITION_FAT_PRECEDING_DAY	NUTRITION_FIBER_PRECEDING_DAY	NUTRITION_PROTEIN_PRECEDING_DAY	NUTRITION_SATFAT_PRECEDING_DAY	NUTRITION_SODIUM_PRECEDING_DAY	NUTRITION_SUGAR_PRECEDING_DAY	
Saliva1	26.0	694.3071057	2848.700012	327.0262755	421.6049564	102.6083732	28.86213308	122.9241297	29.98332885	4228.447315	162.1953886	
Saliva2	27.0	373.3449969	2927.538673	353.0116109	511.4528136	114.6382842	12.43066174	105.3222566	45.42978526	4587.579371	131.4273309	
Saliva3	28.0	445.8000002	2873.752586	346.2123451	554.5714264	109.4852543	9.274857104	129.2216282	37.03594566	5215.49313	126.4023898	
Saliva4	29.0	819.6257381	2790.327927	338.760299	344.3340683	100.8396648	7.632000029	108.1236045	42.66029019	2000.032124	188.4818969	
Saliva5	31.0	737.7579906	1724.451712	234.7856625	113.4864883	67.28603289	22.74632458	58.85279702	29.99984748	1193.713205	124.4246305	
Saliva6	32.0	198.3159993	1869.265003	220.7088158	299.8373985	52.21695943	8.590335011	105.8171736	19.45355268	2973.463823	99.86436704	
Saliva7	33.0	658.1989296	3536.124865	402.3529659	329.97013	106.6709761	21.91267567	123.8813428	29.69389847	4007.894043	61.84751376	
Saliva8	34.0	530.352869	2575.513268	316.787137	323.6070328	91.96303183	8.014000058	133.3383017	27.824075	3518.543053	110.9904328	
Saliva9	35.0	1021.290022	2822.630029	294.6139062	167.8000031	133.6330008	6.674000084	89.68880112	17.34889	1928.420012	151.908603	
Saliva10	36.0	442.9200001	1725.960009	312.0086021	116.25	38.01360001	20.38200003	48.42740026	15.12878	1864.2	111.079	
Saliva11	37.0	430.0250022	2073.639997	386.701802	27.5	37.02929981	31.28750069	63.69355161	12.87779	2200.545005	145.7777499	
Saliva12	38.0	504.5400196	2959.125062	423.1425407	258.1537914	107.5662533	22.98992118	97.66458097	35.3670775	6546.592272	113.0183218	
Saliva13	39.0	922.3399894	2279.23246	397.8122466	204.0937424	52.71839922	34.80725037	74.6238476	22.85692994	1058.066241	210.622297	
